Source;ID;PEMEASURED;REPLICATES;PEF;PE occurrence;PE TYPE;Objective was evaluate PE;EXPERIMENT;ECOSYSTEM;POC;LOM;NUTRIENT;TEMP;TIME;pH;DOCI;DOCP;DOCIDOCP;RMRT
Textor et al. (2019);Textor2019_57;DOC degradation;3;0.52;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_58;DOC degradation;3;0.19;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_59;DOC degradation;3;0.47;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_60;DOC degradation;3;0.91;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_61;DOC degradation;3;1.76;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;20.6;0.206;100.0;4394.79
Textor et al. (2019);Textor2019_63;DOC degradation;3;1.19;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;20.6;0.206;100.0;4394.79
Textor et al. (2019);Textor2019_64;DOC degradation;3;1.24;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;20.6;0.206;100.0;4394.79
Textor et al. (2019);Textor2019_69;DOC degradation;3;0.38;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;20.6;0.206;100.0;4394.79
Textor et al. (2019);Textor2019_71;DOC degradation;3;0.64;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;20.6;0.206;100.0;4394.79
Textor et al. (2019);Textor2019_72;DOC degradation;3;0.65;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;20.6;0.206;100.0;4394.79
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_8;CO2;3;1.50;yes;positive;yes;Lab;Marine/Sea;added;Algal;none;20;1;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_9;CO2;3;2.94;yes;positive;yes;Lab;Marine/Sea;added;Algal;none;20;3;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_10;CO2;3;3.91;yes;positive;yes;Lab;Marine/Sea;added;Algal;none;20;7;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_11;CO2;3;4.88;yes;positive;yes;Lab;Marine/Sea;added;Algal;none;20;14;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_12;CO2;3;3.33;yes;positive;yes;Lab;Marine/Sea;added;Algal;none;20;28;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_13;CO2;3;2.84;yes;positive;yes;Lab;Marine/Sea;added;Algal;none;20;56;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_14;CO2;3;2.32;yes;positive;yes;Lab;Marine/Sea;added;Algal;none;20;84;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_15;CO2;3;2.76;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;1;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_16;CO2;3;3.68;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;3;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_17;CO2;3;3.47;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;7;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_18;CO2;3;2.99;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;14;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_19;CO2;3;2.69;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;28;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_20;CO2;3;2.32;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;56;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_21;CO2;3;1.95;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;84;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_22;CO2;3;1.28;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;1;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_23;CO2;3;3.45;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;3;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_24;CO2;3;6.82;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;7;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_25;CO2;3;6.11;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;14;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_26;CO2;3;4.78;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;28;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_27;CO2;3;4.08;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;56;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_28;CO2;3;3.68;yes;positive;yes;Lab;Marine/Sea;added;Other;none;20;84;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_1;CO2;3;2.89;yes;negative;yes;Lab;Marine/Sea;added;Algal;none;20;1;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_2;CO2;3;2.02;yes;negative;yes;Lab;Marine/Sea;added;Algal;none;20;3;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_3;CO2;3;2.28;yes;negative;yes;Lab;Marine/Sea;added;Algal;none;20;7;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_4;CO2;3;1.61;yes;negative;yes;Lab;Marine/Sea;added;Algal;none;20;14;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_5;CO2;3;1.26;yes;negative;yes;Lab;Marine/Sea;added;Algal;none;20;28;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_6;CO2;3;1.09;yes;negative;yes;Lab;Marine/Sea;added;Algal;none;20;56;NA;NA;NA;NA;NA
Trevathan-Tackett et al. (2018);Trevathan-Tackett et al. (2018)_7;CO2;3;0.91;yes;negative;yes;Lab;Marine/Sea;added;Algal;none;20;84;NA;NA;NA;NA;NA
van Nugteren et al. (2009);van Nugteren_1;CO2;3;1.09;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;12;21;NA;NA;0.52;NA;NA
van Nugteren et al. (2009);van Nugteren_2;CO2;3;1.55;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;12;21;NA;NA;5.2;NA;NA
van Nugteren et al. (2009);van Nugteren_3;CO2;3;1.12;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;12;21;NA;NA;0.52;NA;NA
van Nugteren et al. (2009);van Nugteren_4;CO2;3;1.52;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;12;21;NA;NA;5.2;NA;NA
van Nugteren et al. (2009);van Nugteren_5;CO2;3;1.02;no;not;yes;Lab;Marine/Sea;added;Diatom;none;12;21;NA;NA;0.52;NA;NA
van Nugteren et al. (2009);van Nugteren_6;CO2;3;1.72;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;12;21;NA;NA;5.2;NA;NA
van Nugteren et al. (2009);van Nugteren_7;CO2;3;1.15;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;12;21;NA;NA;0.52;NA;NA
van Nugteren et al. (2009);van Nugteren_8;CO2;3;1.81;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;12;21;NA;NA;5.2;NA;NA
van Nugteren et al. (2009);van Nugteren_9;CO2;3;1.39;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;15;7;NA;NA;3.6;NA;NA
van Nugteren et al. (2009);van Nugteren_10;CO2;3;1.31;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;15;14;NA;NA;3.6;NA;NA
van Nugteren et al. (2009);van Nugteren_11;CO2;3;1.28;yes;positive;yes;Lab;Marine/Sea;added;Diatom;none;15;21;NA;NA;3.6;NA;NA
Ward et al. (2016);Ward et al. (2016)_1;CO2;NA;1.16;yes;positive;yes;Lab;River/Stream;none;Algal;none;NA;0.42;NA;0.1189;0.099;1.20;NA
Ward et al. (2016);Ward et al. (2016)_2;CO2;NA;1.06;yes;positive;yes;Lab;River/Stream;none;Algal;none;NA;0.38;NA;0.109;0.099;1.10;NA
Ward et al. (2016);Ward et al. (2016)_3;CO2;NA;1.08;yes;positive;yes;Lab;River/Stream;none;Algal;none;NA;0.38;NA;0.1189;0.099;1.20;NA
Ward et al. (2016);Ward et al. (2016)_4;CO2;NA;1.09;yes;positive;yes;Lab;River/Stream;none;Algal;none;NA;0.19;NA;0.109;0.099;1.10;NA
Ward et al. (2016);Ward et al. (2016)_5;CO2;NA;1.1;yes;positive;yes;Lab;River/Stream;none;Algal;none;NA;0.46;NA;0.1189;0.099;1.20;NA
Ward et al. (2016);Ward et al. (2016)_6;CO2;NA;1.02;yes;positive;yes;Lab;River/Stream;none;Algal;none;NA;0.33;NA;0.1189;0.099;1.20;NA
Ward et al. (2016);Ward et al. (2016)_7;CO2;NA;1.07;yes;positive;yes;Lab;River/Stream;none;Algal;none;NA;0.33;NA;0.1189;0.099;1.20;NA
Wyatt&Turetski (2015) ;Wyatt&Turetski2015_1;Bacterial respiration;4;18.5;;positive;no;Field;peatland ;added;Algal;NP;22.4;16;6.0;NA;NA;NA;NA
Yan et al. (2014);Yan_1;POC removed;2;3.32;yes;positive;no;Lab;Lake;added;Other;none;25;210;NA;NA;NA;NA;2147.54
Yan et al. (2014);Yan_2;POC removed;2;2.36;yes;positive;no;Lab;Lake;added;Other;none;25;210;NA;NA;NA;NA;2147.54
